,time_period,cpu,rss,memory
0,1,19.12,1013572.0,12.47
1,2,18.96,1020772.0,12.56
2,3,16.46,1028204.0,12.65
3,4,15.41,1031512.0,12.69
4,5,11.91,1030396.0,12.68
5,6,10.87,1030216.0,12.68
6,7,13.59,1030688.0,12.68
7,8,10.0,1034684.0,12.73
8,9,12.12,1030644.0,12.68
9,10,10.76,1032616.0,12.71
10,11,9.33,1034620.0,12.73
11,12,10.46,1037636.0,12.77
12,13,7.45,1037068.0,12.76
13,14,8.54,1042616.0,12.83
14,15,8.48,1047512.0,12.89
15,16,6.97,1051540.0,12.94
16,17,9.0,1051932.0,12.95
17,18,7.6,1054848.0,12.98
18,19,9.81,1056900.0,13.01
19,20,8.12,1056272.0,13.0
20,21,8.46,1060120.0,13.05
21,22,6.71,1060444.0,13.05
22,23,6.56,1057880.0,13.02
23,24,7.55,1060000.0,13.04
24,25,6.63,1062544.0,13.08
25,26,6.06,1065436.0,13.11
26,27,7.73,1064300.0,13.1
27,28,7.53,1065300.0,13.11
28,29,5.36,1067708.0,13.14
29,30,6.22,1067424.0,13.14
30,31,5.13,1067784.0,13.14
31,32,4.99,1069716.0,13.16
32,33,5.58,1067320.0,13.13
33,34,5.29,1068028.0,13.14
34,35,6.22,1070148.0,13.17
35,36,5.5,1068824.0,13.15
36,37,5.17,1068220.0,13.15
37,38,5.66,1070232.0,13.17
38,39,5.14,1071464.0,13.19
39,40,4.0,1070144.0,13.17
40,41,5.81,1072732.0,13.2
41,42,5.47,1069820.0,13.17
42,43,5.03,1071116.0,13.18
43,44,7.25,1071652.0,13.19
44,45,5.97,1071232.0,13.18
45,46,5.26,1070432.0,13.17
46,47,7.46,1073384.0,13.21
47,48,4.56,1073420.0,13.21
48,49,4.66,1075344.0,13.23
49,50,6.98,1076148.0,13.24
50,51,4.53,1077788.0,13.26
51,52,6.86,1077136.0,13.26
52,53,6.0,1077488.0,13.26
53,54,6.08,1074580.0,13.22
54,55,4.56,1078188.0,13.27
55,56,4.26,1076664.0,13.25
56,57,4.3,1077848.0,13.26
57,58,5.06,1075208.0,13.23
